tile,size_km,size_px,alpha,method,is,cov,size,sscv_pct,accuracy
mississippi_la,2.0,200,0.05,B,2.888375,0.952,0.968375,3.9928057553956897,0.986
mississippi_la,2.0,200,0.05,C,3.135375,0.94575,0.965375,4.125943583631308,0.986
mississippi_la,2.0,200,0.1,D,2.976125,0.897375,0.923625,9.999999999999998,0.986
mississippi_la,2.0,200,0.1,A,3.1155,0.8915,0.9455,9.999999999999998,0.986
mississippi_la,2.0,200,0.1,B,2.906875,0.900375,0.914375,8.870056497175138,0.986
mississippi_la,2.0,200,0.1,C,3.01525,0.89475,0.91025,8.957174638487208,0.986
mississippi_la,2.0,200,0.15,D,2.958625,0.842875,0.863625,14.076693968726739,0.986
mississippi_la,2.0,200,0.15,A,3.053625,0.837625,0.888625,15.000000000000002,0.986
mississippi_la,2.0,200,0.15,B,2.931,0.844375,0.856,13.827667057444316,0.986
mississippi_la,2.0,200,0.15,C,2.935708333333334,0.844125,0.857375,13.854120758043198,0.986
mississippi_la,5.0,500,0.05,D,3.01942,0.94972,1.00822,5.000000000000004,0.98346
mississippi_la,5.0,500,0.05,A,3.02998,0.95006,1.03238,5.000000000000004,0.98346
mississippi_la,5.0,500,0.05,B,2.95148,0.95054,0.97308,5.000000000000004,0.98346
mississippi_la,5.0,500,0.05,C,2.94732,0.9508,0.97932,5.000000000000004,0.98346
mississippi_la,5.0,500,0.1,D,2.95714,0.89912,0.93954,9.999999999999998,0.98346
mississippi_la,5.0,500,0.1,A,2.97354,0.9002,0.97754,9.999999999999998,0.98346
mississippi_la,5.0,500,0.1,B,2.941,0.8989,0.919,9.999999999999998,0.98346
mississippi_la,5.0,500,0.1,C,2.94524,0.89878,0.92084,9.999999999999998,0.98346
mississippi_la,5.0,500,0.15,D,2.8885000000000005,0.84946,0.8813,15.000000000000002,0.98346
mississippi_la,5.0,500,0.15,A,2.9438466666666674,0.84842,0.92278,15.000000000000002,0.98346
mississippi_la,5.0,500,0.15,B,2.8710800000000005,0.84976,0.86788,13.508575689783742,0.98346
mississippi_la,5.0,500,0.15,C,2.880793333333333,0.84906,0.86826,13.55577107335655,0.98346
phoenix_az,1.0,100,0.05,D,3.766,0.954,1.926,9.285714285714286,0.7695
phoenix_az,1.0,100,0.05,A,3.5725,0.9565,1.8325,5.000000000000004,0.7695
phoenix_az,1.0,100,0.05,B,3.7555,0.9505,1.7755,5.000000000000004,0.7695
phoenix_az,1.0,100,0.05,C,3.6435,0.9545,1.8235,5.000000000000004,0.7695
phoenix_az,1.0,100,0.1,D,3.5025,0.902,1.5425,9.31506849315068,0.7695
phoenix_az,1.0,100,0.1,A,3.3845,0.9045,1.4745,9.999999999999998,0.7695
phoenix_az,1.0,100,0.1,B,3.282,0.907,1.422,9.999999999999998,0.7695
phoenix_az,1.0,100,0.1,C,3.3215,0.9055,1.4315,7.826086956521738,0.7695
phoenix_az,1.0,100,0.15,D,3.224833333333334,0.8595,1.3515,15.000000000000002,0.7695
phoenix_az,1.0,100,0.15,A,3.232,0.856,1.312,15.000000000000002,0.7695
phoenix_az,1.0,100,0.15,B,3.1640000000000006,0.856,1.244,15.000000000000002,0.7695
phoenix_az,1.0,100,0.15,C,3.1425,0.859,1.2625,15.000000000000002,0.7695
phoenix_az,2.0,200,0.05,D,3.775375,0.95425,1.945375,5.000000000000004,0.779625
phoenix_az,2.0,200,0.05,A,3.773375,0.952125,1.858375,5.000000000000004,0.779625
phoenix_az,2.0,200,0.05,B,3.699125,0.953625,1.844125,5.000000000000004,0.779625
phoenix_az,2.0,200,0.05,C,3.62825,0.95575,1.85825,5.000000000000004,0.779625
phoenix_az,2.0,200,0.1,D,3.4925,0.903625,1.565,9.999999999999998,0.779625
phoenix_az,2.0,200,0.1,A,3.42775,0.902875,1.48525,9.999999999999998,0.779625
phoenix_az,2.0,200,0.1,B,3.433,0.899125,1.4155,9.999999999999998,0.779625
phoenix_az,2.0,200,0.1,C,3.366875,0.903625,1.439375,9.999999999999998,0.779625
phoenix_az,2.0,200,0.15,D,3.3212083333333333,0.851625,1.342875,15.000000000000002,0.779625
phoenix_az,2.0,200,0.15,A,3.259125,0.853,1.299125,15.000000000000002,0.779625
phoenix_az,2.0,200,0.15,B,3.246666666666667,0.847625,1.215,5.157480314960628,0.779625
phoenix_az,2.0,200,0.15,C,3.176916666666667,0.854375,1.23525,11.315789473684212,0.779625
phoenix_az,5.0,500,0.05,D,3.8451214145697485,0.9515541865023803,1.9072888746649599,3.9473684210526327,0.7945153418410209
phoenix_az,5.0,500,0.05,A,3.81833820058407,0.9509341120934512,1.8557026843221187,4.903567984570878,0.7945153418410209
phoenix_az,5.0,500,0.05,B,3.803216385966316,0.9499539944793375,1.8013761651398168,4.029126213592238,0.7945153418410209
phoenix_az,5.0,500,0.05,C,3.7577309277113256,0.9505540664879786,1.7798935872304678,4.0000000000000036,0.7945153418410209
phoenix_az,5.0,500,0.1,D,3.5053606432771933,0.9008280993719247,1.521922630715686,9.999999999999998,0.7945153418410209
phoenix_az,5.0,500,0.1,A,3.457114853782454,0.9000880105612673,1.4588750650078008,9.885974914481189,0.7945153418410209
phoenix_az,5.0,500,0.1,B,3.370264431731808,0.901028123374805,1.3908268992279074,5.336787564766832,0.7945153418410209
phoenix_az,5.0,500,0.1,C,3.341360963315598,0.90280833700044,1.397527703324399,6.666666666666665,0.7945153418410209
phoenix_az,5.0,500,0.15,D,3.2797735728287396,0.8521422570708485,1.3083370004400527,6.443922095366017,0.7945153418410209
phoenix_az,5.0,500,0.15,A,3.2371151204811244,0.8516421970636476,1.2590110813297595,15.000000000000002,0.7945153418410209
phoenix_az,5.0,500,0.15,B,3.143870597805071,0.8519222306676801,1.1695003400408048,8.750000000000002,0.7945153418410209
phoenix_az,5.0,500,0.15,C,3.161726073795523,0.8526023122774733,1.1964235708284994,15.000000000000002,0.7945153418410209
polk_iowa,1.0,100,0.05,D,3.7308654327163584,0.9464732366183092,1.5897948974487244,5.000000000000004,0.8444222111055528
polk_iowa,1.0,100,0.05,A,2.842421210605303,0.966983491745873,1.52176088044022,5.000000000000004,0.8444222111055528
polk_iowa,1.0,100,0.05,B,2.7348674337168584,0.9694847423711856,1.514257128564282,5.000000000000004,0.8444222111055528
polk_iowa,1.0,100,0.05,C,2.7593796898449225,0.967983991995998,1.4787393696848423,5.000000000000004,0.8444222111055528
polk_iowa,1.0,100,0.1,D,3.2651325662831416,0.904952476238119,1.3641820910455227,9.999999999999998,0.8444222111055528
polk_iowa,1.0,100,0.1,A,2.939469734867434,0.9184592296148074,1.3086543271635818,9.999999999999998,0.8444222111055528
